"Video Explanation","FFF-Video","Exercise Name","Exercise Description","Repetitions","Sets","Load","Recovery Time","Type","Muscle Group","ID","Created Date","Updated Date","Owner"
,,"ZigZag Sprint","Set up a series of cones in a zigzag pattern, spaced 5m apart. Sprint to each cone, cutting sharply to the next cone while maintaining balance and control. Focus on quick direction changes and staying light on your feet during the transitions.","1 (5m-5m-5m-5m-5m)","6 (3 each side)","'-","Full","[""Acceleration"",""Change Of Direction""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves"",""Core""]","43f7ee1d-b74d-4834-967f-2183bfe02bc0",2025-01-16T10:26:43Z,2025-02-05T08:38:41Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Split Stance Pallof + Switch - Chaos","Stand in a split stance, holding a cable or resistance band at chest height. Press the handle forwards, resisting rotation. After each rep, switch your lead foot and repeat. A partner may apply perturbations for added challenge.","16 (8 each side)","3","Moderate-Resistance Band","60s","[""Stability / Balance"",""Strength-Speed""]","[""Core"",""Obliques"",""Hip Stabilisers""]","44c6d428-2fba-4ca7-9b4d-1d33446ec729",2025-02-05T11:38:50Z,2025-02-19T00:54:16Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Deep Leg Exchange","Start in a deep lunge position with one leg out in front of the other. Push through the ground to jump forwards, 
simultaneously bringing the back leg forwards to become the new lead foot as you land in a lunge again. As soon as
you land, immediately repeat this action for the next rep.","1x10m","5","'-","45s","[""Strength-Speed""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Core""]","4532259c-abf6-4f49-8da0-6191f9b6758a",2025-02-05T09:32:32Z,2025-02-05T10:51:21Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Supermans","Lie face down on the floor, extending your arms and legs straight. Lift your arms, chest, and legs off the ground simultaneously, squeezing your glutes and lower back, then lower under control.","12","1","'-","'-","[""Prehab / Injury Prevention"",""Stability / Balance""]","[""Lower Back"",""Glutes"",""Hamstrings""]","45b7cb07-eff2-4ad6-bb3a-c4b91cc6236f",2025-02-05T11:37:38Z,2025-06-13T15:18:35Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Lat Glute Smash/Floss (Int/Ext Rotation)","Lie on your side with a foam roller or lacrosse ball placed under your lat or glute. Apply pressure by shifting your weight onto the ball, then slowly rotate your torso (for lats) or your hip (for glutes) internally and externally to floss through tight spots. Move slowly, stopping at any areas of restriction and maintaining deep, controlled breathing.",,,"'-","45s","[""Mobility""]","[""Lats"",""Glutes""]","45c70c59-b731-4cfd-8d34-789c4856ccac",2025-01-23T20:56:28Z,2025-02-05T08:43:07Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Low Box Step-Through with Pause","Start on one foot in a sprinting position ready to push off. Hop forwards onto a low box cc 4"", landing on the opposite foot and pausing atop the box in a sprinting position again. Push off again with another powerful step forwards off the low box to land on the opposite foot in a sprinting position once more. Reset and repeat in the opposite direction.","10 (5 each side)","3","4""","60s",,,"45fc1fbd-82ec-4b72-961a-e44b9088441d",2025-04-21T17:39:42Z,2025-04-21T17:41:48Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Push Press","Hold a barbell at shoulder height with your hands just wider than shoulder-width apart. Dip slightly at the knees, then explosively extend your hips and knees while pressing the bar overhead. Lower the bar back to shoulder height and repeat. Stand with your feet shoulder-width apart and the barbell at shoulder height. Dip slightly at the knees, then drive through your legs to press the barbell overhead. Lower the barbell back to shoulder height under control.","5","3","40kg","90s","[""Max Power""]","[""Shoulders"",""Triceps"",""Core""]","4623680f-b833-4b35-9c30-b132ba8fdfbe",2025-02-05T09:39:58Z,2025-03-06T11:22:20Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_af43a767acae4813af9b60a956d79393/Colour%20Reaction%20Sprints#posterUri=c4f4b1_af43a767acae4813af9b60a956d79393f000.jpg&posterWidth=480&posterHeight=848",true,"Colour Reaction Sprint","Stand with your feet hip-width apart, knees slightly bent, and weight distributed on the balls of your feet. Keep your eyes focused on the screen, ready to react. Have a random number generator or colour selector on screen to dictate your movement. You can set cones up to correspond with these at various distances and angles from your start point (up to 10m in any direction). As soon as you set yourself at the starting position, watch for the next colour change then immediately drive off your back foot, keeping your strides quick and powerful. Reach the cone or dictated point and drop through your hips with a slight forward lean and importantly neutral body weight to tap the cone. Focus on maintaining proper sprint mechanics, with your arms driving naturally and your chest leaning slightly forward before stabilising into a neutral position at the time of the tap.","5","4","'-","Full","[""Acceleration""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves""]","465198a7-8ff8-45a3-aa53-31985a8b8b94",2025-02-15T20:19:59Z,2025-03-21T19:47:51Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Banded Accelerations","Attach a resistance band around your waist, anchoring it behind you. Start in a low forward-leaning sprint position and drive forcefully into acceleration, maintaining strong knee drive and arm mechanics.","5 x 20m","3","Heavy-Resistance Band","60s","[""Acceleration""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves""]","46ef0c94-6e11-4483-b7e3-30f3979c0f74",2025-02-05T11:38:33Z,2025-02-18T23:37:40Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_58f51e51579745dd9536e11a2f1ff953/Straight%20Leg%20Sprint#posterUri=c4f4b1_58f51e51579745dd9536e11a2f1ff953f000.jpg&posterWidth=568&posterHeight=320",,"Straight Leg Sprints","Rather than bending your knees as with a normal sprint, move as quickly as possible across the distance while kicking your legs out in front of you straight-legged.","1x20m","5","'-",,"[""Max Velocity""]","[""Glutes"",""Hamstrings"",""Quadriceps"",""Calves""]","46feeb09-8df9-468d-9c34-b8c511836c82",2025-02-05T09:42:04Z,2025-03-21T19:59:30Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_eee6a6b4faa24e48b0e18917fcab380b/Cable%20Face%20Pulls#posterUri=c4f4b1_eee6a6b4faa24e48b0e18917fcab380bf000.jpg&posterWidth=886&posterHeight=480",,"Cable Face Pulls",,,,"'-",,,,"4751cb10-bee9-49e9-b429-3ec5981b6b27",2025-03-21T19:46:34Z,2025-03-21T19:46:34Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Lateral Bounding Sprint","Start in a slight squat position with your feet hip-width apart and your core engaged. Push off with your back foot, crossing it over your front foot and planting it with force as you bound laterally in one direction. Upon landing, use the momentum and force generated from the plant to immediately push off again, continuing to bound in the same direction. The goal is to maximise distance covered with each bound, maintaining a fluid and dynamic motion.","2x20m (1x20m each side)","4","'-","Full","[""Max Velocity""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves""]","47670c17-6b54-4cb0-ba77-61e6f2a80660",2025-02-03T22:06:29Z,2025-02-05T06:57:45Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Askling Hamstring","Lie on your back with one leg extended and the other raised in the air. Slowly extend and flex the raised leg while keeping tension in the hamstring. Perform with controlled movement, ensuring no excessive hip rotation.","16 (8 each side)","3","Bodyweight","45s","[""Prehab / Injury Prevention""]","[""Hamstrings"",""Hip Flexors""]","478a745b-e9b4-4a7a-aa63-1220f870d165",2025-02-05T11:38:14Z,2025-02-18T20:53:09Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"wix:video://v1/c4f4b1_9cfc6a54eb5f4d0d839cf9567a591a84/Cable%20Split%20Squat%20Press#posterUri=c4f4b1_9cfc6a54eb5f4d0d839cf9567a591a84f000.jpg&posterWidth=480&posterHeight=848",true,"Cable Split Squat Press","Stand in front of a cable machine, facing away from the low pulley with two handles attached. Hold the handle at chest height with both hands and step into a split stance. Lower yourself into a split squat, bending both knees until your back knee is just above the floor. As you rise from the squat, press the cable handle diagonally upward and out in front of you, fully extending your arms. Bring the handle back to your chest as you reset for the next rep. Focus on a smooth, controlled movement and engage your core to stabilise throughout.","8 (4 each side)","3","30kg","90s","[""Strength-Speed"",""Max Power""]","[""Quadriceps"",""Glutes"",""Core"",""Chest"",""Triceps""]","4934c613-83bd-4cb8-8dd5-30c76dcbe085",2025-02-03T22:00:34Z,2025-03-21T19:44:59Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Split Stance Balance with Band Pull","Stand in a split stance position with a resistance band anchored in front of you. Hold the band with both hands and engage your core as you pull the band toward your chest, maintaining balance in the split stance. Keep the movement controlled, ensuring minimal sway while stabilising through your front foot and midline.","10 (5 each side)","3","'-","60s","[""Stability""]","[""Core"",""Hip Stabilisers"",""Shoulders""]","49428fc7-8ebc-48a7-bc0f-a3c6a556de4c",2025-01-23T16:25:59Z,2025-02-05T07:10:42Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Incline TRX Row","Hold TRX handles with an overhand grip, leaning back with your body in a straight line. Row your chest towards the handles, keeping your elbows close to your sides. Lower under control and repeat.","12","3","'-","60s","[""Strength-Speed"",""Stability / Balance""]","[""Upper Back"",""Lats"",""Core""]","4968fd51-1357-40df-abc2-5d4b0e49bdf2",2025-02-05T11:33:50Z,2025-04-04T21:18:08Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Incline Wall Slides","Stand facing a wall with your feet a few feet away and lean into it at a 45° angle. Place your forearms or hands against the wall at shoulder height with elbows bent. Keeping your torso firm and ribs down, slide your arms upward along the wall until fully extended overhead, maintaining consistent contact throughout. Slide back down to the start under control without losing body angle or allowing the spine to arch.","10","1","'-","90s",,,"4a58f3bd-9a2d-4567-aa40-9641c4cbafbe",2025-04-20T20:45:15Z,2025-04-20T20:46:31Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Split Squat Jumps","Start in a lunge position with a dumbbell in each hand at your sides. Lower your back knee toward the ground, then explode upward into a jump, switching leg positions mid-air. Land softly with your opposite leg forward and immediately transition into the next repetition. Focus on maintaining an upright torso and engaging your core for balance.","8 (4 each side)","3","10kg","90s","[""Max Power""]","[""Glutes"",""Quadriceps"",""Hamstrings"",""Calves""]","4aca77f5-2af2-44ab-9e19-325d10b53f44",2025-02-03T23:23:06Z,2025-02-05T08:33:13Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Prone Bosch Hold - Unilateral GHD","Perform the Prone Bosch Hold on a GHD machine, but with one leg secured and the other extended freely. Maintain core and hip stability throughout the hold.","20s","3","'-","45s","[""Stability / Balance"",""Prehab / Injury Prevention""]","[""Hamstrings"",""Glutes"",""Core""]","4af0c35e-dba1-41dd-acf4-803189376559",2025-02-05T11:38:14Z,2025-04-04T21:17:46Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Lateral Line Hops","Stand with your feet together to one side of a line on the floor. Bend your hips and knees sightly. Jump to the opposite side of the line and land on your toes. Continue jumping from side to side landing on your toes. Aim to spend as little time in contact with the floor as possible.","30s","3","'-",,"[""Max Power"",""Change Of Direction""]","[""Calves"",""Quadriceps"",""Hip Stabilisers""]","4b6b83b1-7fbe-47cf-95d3-7e0ac5ca17d4",2025-02-05T08:47:49Z,2025-02-05T10:56:30Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Dynamic Leg Swings (Front-To-Back)","Stand tall next to a stable surface, such as a fence or pole, for balance. Shift your weight onto one leg and swing the opposite leg forward and backward in a controlled motion. Keep your torso upright, your core engaged, and avoid arching your back. Start with a small range of motion and gradually increase the height of the swing as your hip flexors and hamstrings loosen. Repeat all reps on one leg before switching to the other.","20 (10 each side)","1","'-","'-","[""Pre-Training""]","[""Hip Flexors"",""Hamstrings""]","4bbebf06-a0ec-4a41-b3e0-16faf5f4dbc2",2025-01-23T19:12:13Z,2025-02-05T05:35:27Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Hamstring Floss","Sit on the edge of a bench or floor, keeping one leg extended straight out with your heel resting on the surface. Point and flex your toes repeatedly while gently leaning your torso forward, maintaining a straight back. If needed, add a band around your foot for additional tension. Move through the range with slow, controlled motion, ensuring your hamstring lengthens and contracts dynamically rather than forcing a static stretch.",,,"'-","45s","[""Mobility""]","[""Hamstrings""]","4bdb73e8-c8d2-4c45-83fb-6aeb4b2419ae",2025-01-23T20:56:49Z,2025-02-05T08:43:06Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Banded Hip Flexor March","Stand with a resistance band looped around your feet. Drive one knee up to hip height against the resistance, then return slowly to the starting position. Maintain a controlled motion and alternate legs.","20 (10 each side)","3","Heavy Resistance Band","45s","[""Prehab""]","[""Hip Flexors"",""Core"",""Quadriceps""]","4c3d5749-d72e-439c-bd49-552e6f73a4ab",2025-01-29T07:38:28Z,2025-02-05T05:20:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Bosch Hold - Bilateral Supine","Lie flat on your back with your legs raised and knees bent at 90 degrees. Engage your core and hip flexors, keeping both legs still in this position. Maintain tension in the core and ensure your lower back remains in contact with the ground. Hold for the prescribed time.","20s","3","'-","45s","[""Stability / Balance"",""Prehab / Injury Prevention""]","[""Core"",""Hip Flexors""]","4c441556-5a86-4dda-8e1d-0414732d38df",2025-02-05T11:38:14Z,2025-04-04T21:17:48Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,"Landmine Rotational Press","Start lateral to the barbell with your inside hand holding it up. Your aim is to lift it up to hip height while also rotating your body to face towards the barbell. Quickly bring your back arm round to push the barbell the rest of the way up to head height. Imagine the rotational force of a punch as you twist your body and force rises from your feet all the way through the weight as quickly as possible.","10 (5 each side)","3","30kg","90s","[""Max Power""]","[""Core"",""Shoulders"",""Obliques""]","4c647a13-f183-4a40-aac8-e44f4f0cedda",2025-02-05T09:30:26Z,2025-08-08T15:53:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
